"","year","race_group","agg_weighted_surf_temp","agg_weighted_bot_temp","total_catch_year_kg"
"623",2023,"Slope forage fish",9.34310216256525,4.95712155108128,2.682
"624",1990,"Slope rockfish",12.4211095688772,5.01261189076187,2167.851
"625",1993,"Slope rockfish",11.0342090207626,5.42139053354978,21099.081
"626",1996,"Slope rockfish",8.43205876333197,5.06121167189895,12351.512
"627",1999,"Slope rockfish",7.29318970166038,4.71165119419819,17922.695
"628",2001,"Slope rockfish",10.9438329614344,5.47935883353632,26909.642
"629",2003,"Slope rockfish",9.31495270707741,5.6250789940171,10629.286
"630",2005,"Slope rockfish",8.89625417735771,5.14614857818477,29977.981
"631",2007,"Slope rockfish",7.62491464527484,4.2137670130509,25563.904
"632",2009,"Slope rockfish",8.32336112604624,4.45270498151934,14455.108
"633",2011,"Slope rockfish",7.79211153508666,4.74929230769995,16099.723
"634",2013,"Slope rockfish",8.6438251482745,4.79444404264787,19454.289
"635",2015,"Slope rockfish",11.8193523912515,5.57623936372551,12494.859
"636",2017,"Slope rockfish",9.1810219452744,5.22388093842151,11287.806
"637",2019,"Slope rockfish",10.436968734348,5.50312364474647,7978.212
"638",2021,"Slope rockfish",8.43713750587919,5.00096364980179,5953.2
"639",2023,"Slope rockfish",7.72907316208047,5.10839619717988,3191.421
"640",1990,"Squid",12.7579234453398,5.12534020069941,52.616
"641",1993,"Squid",10.6367241828008,4.96261935455237,495.687
"642",1996,"Squid",8.10798771034275,4.92270837289586,352.817
"643",1999,"Squid",7.4061451391447,4.66698871437661,119.444
"644",2001,"Squid",9.46571014416361,5.08785836649711,379.43
"645",2003,"Squid",8.50314972684288,4.79823333610354,228.623
"646",2005,"Squid",9.08149638935966,5.03113808857122,217.136
"647",2007,"Squid",7.86584651505544,4.36364569587496,583.51
"648",2009,"Squid",7.70795946782178,4.80661273775404,491.264
"649",2011,"Squid",7.54112015691781,4.90299626094273,179.457
"650",2013,"Squid",8.10984357355745,4.71637460893389,270.095
"651",2015,"Squid",9.35140090261839,5.03717631461559,802.554
"652",2017,"Squid",9.93840552226352,5.15414928316772,52.732
"653",2019,"Squid",9.65532080233283,5.10642912649745,129.971
"654",2021,"Squid",10.4162220638267,5.210406587907,197.817
"655",2023,"Squid",7.76857402247597,5.24558719155734,398.737
"656",1990,"Tanner crab",12.5861878453039,5.09790472219327,19.186
"657",1993,"Tanner crab",10.5866711089362,5.3514616108086,576.282
"658",1996,"Tanner crab",8.47098284411864,5.01144854775618,64.934
"659",1999,"Tanner crab",7.18969874967348,4.222540471467,141.643
"660",2001,"Tanner crab",9.42739725112979,6.34824874672078,149.807
"661",2003,"Tanner crab",9.48030215943472,7.11737013185539,408.857
"662",2005,"Tanner crab",9.92591423743383,5.50824064860664,339.682
"663",2007,"Tanner crab",8.63038878903063,4.06766421683213,344.377
"664",2009,"Tanner crab",6.00051047493153,3.24806251560077,1706.646
"665",2011,"Tanner crab",9.47501795143587,4.91232958347784,409.438
"666",2013,"Tanner crab",10.1076850202736,4.98597995376862,105.556
"667",2015,"Tanner crab",11.125807373113,5.12058906099934,203.035
"668",2017,"Tanner crab",9.70209350167399,3.42324806813533,173.537
"669",2019,"Tanner crab",9.89899430394303,6.54024516641626,334.793
"670",2021,"Tanner crab",9.47877925242734,5.99096050136871,183.019
"671",2023,"Tanner crab",7.96763792860166,5.23950190489629,99.218
"672",1990,"Thornyheads",12.7045486065888,5.02142618282428,284.087
"673",1993,"Thornyheads",10.6540623232586,4.65171631265591,1704.468
"674",1996,"Thornyheads",8.60665886573497,4.80648295651727,3348.318
"675",1999,"Thornyheads",7.63165071537754,4.43532980329043,4155.568
"676",2001,"Thornyheads",9.76843452736938,4.90505605747514,2071.713
"677",2003,"Thornyheads",9.65021464882787,4.41626428337681,5054.302
"678",2005,"Thornyheads",10.1460628935287,4.41892965258635,4727.736
"679",2007,"Thornyheads",8.80945918252911,4.36468645720125,4440.574
"680",2009,"Thornyheads",8.39194897566983,4.66418515778583,4355.334
"681",2011,"Thornyheads",9.18356271205118,4.56817885096158,2141.582
"682",2013,"Thornyheads",9.2313634952056,4.63103568522608,2305.604
"683",2015,"Thornyheads",11.1578805724531,4.58084948133563,4452.976
"684",2017,"Thornyheads",9.66319677263086,5.06705038065885,2809.471
"685",2019,"Thornyheads",10.3772777405612,4.72366327672158,2406.332
"686",2021,"Thornyheads",9.47069894389306,4.56859646371565,2034.169
"687",2023,"Thornyheads",8.42831377883017,4.77995380057303,1208.673
"688",1990,"Walleye pollock adult",11.8503128852004,5.38072844649684,11513.488
"689",1993,"Walleye pollock adult",9.50802923225918,5.77786872025257,79489.443
"690",1996,"Walleye pollock adult",8.35715625868157,5.26468903171577,40668.038
"691",1999,"Walleye pollock adult",4.78484430253214,3.46275270053946,30339.864
"692",2001,"Walleye pollock adult",9.43005310137647,5.81052402859045,9535.911
"693",2003,"Walleye pollock adult",8.01044095804767,6.08473720105614,34190.282
"694",2005,"Walleye pollock adult",9.29065525937233,5.90314154164655,26103.999
"695",2007,"Walleye pollock adult",7.67144547579548,4.58458486946072,20337.94
"696",2009,"Walleye pollock adult",7.07216068331546,4.58022667004373,54366.69
"697",2011,"Walleye pollock adult",7.94237980291284,5.34123190701025,39859.015
"698",2013,"Walleye pollock adult",8.31777441307303,5.29995251572835,47438.866
"699",2015,"Walleye pollock adult",9.57131969202774,5.92106583224884,53428.708
"700",2017,"Walleye pollock adult",7.54537271201527,4.94023367205296,13396.724
"701",2019,"Walleye pollock adult",9.11314464331241,6.17841136249378,11719.892
"702",2021,"Walleye pollock adult",7.69828608677521,5.35800197259929,29126.037
"703",2023,"Walleye pollock adult",6.7329146866674,5.04932883268882,40833.559
"704",2023,"ZERO",6.08965517241379,4.41724137931034,0.029
